date,away_team,away_score,home_team,home_score,extra_innings
2008-06-07,Arr,6,Bra,2,
2008-06-07,Bal,6,Mia,3,
2008-06-07,LA,4,LV,7,
2008-06-07,Rap,7,Men,12,
2008-06-07,Sco,4,Bro,2,
2008-06-07,SF,4,ToS,7,
2008-06-07,Sio,9,Riv,3,
2008-06-07,SR,2,Cam,4,
2008-06-07,Syr,5,CC,6,
2008-06-07,ToB,2,Hun,5,
2008-06-08,AC,9,Pho,6,
2008-06-08,AD,0,NY,1,
2008-06-08,Arr,12,Bra,0,
2008-06-08,Bal,6,Mia,7,
2008-06-08,LA,6,LV,9,
2008-06-08,Rap,7,Men,12,
2008-06-08,Sco,1,Bro,2,
2008-06-08,SF,7,ToS,9,
2008-06-08,Sio,5,Riv,2,
2008-06-08,SR,0,Cam,9,
2008-06-08,Syr,4,CC,5,
2008-06-08,ToB,3,Hun,2,11
2008-06-09,AC,6,Pho,8,
2008-06-09,AD,0,NY,4,
2008-06-09,Arr,7,Bra,8,
2008-06-09,Bal,9,Mia,7,10
2008-06-09,LA,4,LV,12,
2008-06-09,Rap,5,Men,11,
2008-06-09,Sco,12,Bro,6,
2008-06-09,SF,7,ToS,5,
2008-06-09,Sio,9,Riv,1,
2008-06-09,SR,4,Cam,7,
2008-06-09,Syr,3,CC,4,
2008-06-09,ToB,4,Hun,3,15
2008-06-10,AC,7,Sco,8,
2008-06-10,AD,11,ToB,7,
2008-06-10,Bal,8,Syr,6,
2008-06-10,LA,3,Hun,5,
2008-06-10,Mia,1,Cam,2,
2008-06-10,NY,0,LV,1,10
2008-06-10,Pho,2,Men,5,
2008-06-10,Rap,15,Bro,4,
2008-06-10,SF,4,Arr,5,10
2008-06-10,Sio,6,Bra,4,
2008-06-10,SR,5,CC,4,
2008-06-10,ToS,12,Riv,3,
2008-06-11,AC,3,Sco,4,11
2008-06-11,AD,6,ToB,7,
2008-06-11,Bal,7,Syr,4,
2008-06-11,LA,10,Hun,8,
2008-06-11,Mia,7,Cam,6,
2008-06-11,NY,5,LV,1,
2008-06-11,Pho,0,Men,7,
2008-06-11,Rap,2,Bro,4,
2008-06-11,SF,4,Arr,7,
2008-06-11,Sio,2,Bra,1,10
2008-06-11,SR,6,CC,4,
2008-06-11,ToS,8,Riv,6,
2008-06-12,AC,4,Sco,10,
2008-06-12,AD,5,ToB,2,
2008-06-12,Bal,16,Syr,4,
2008-06-12,LA,0,Hun,3,
2008-06-12,Mia,4,Cam,5,
2008-06-12,NY,4,LV,6,
2008-06-12,Pho,7,Men,3,
2008-06-12,Rap,10,Bro,4,
2008-06-12,SF,1,Arr,4,
2008-06-12,Sio,5,Bra,3,
2008-06-12,SR,2,CC,3,
2008-06-12,ToS,8,Riv,3,
2008-06-13,Arr,5,SR,4,
2008-06-13,Bra,5,Mia,2,
2008-06-13,Bro,6,NY,5,
2008-06-13,Cam,8,SF,1,
2008-06-13,CC,5,ToS,6,11
2008-06-13,Hun,7,Pho,10,10
2008-06-13,LV,5,AC,9,
2008-06-13,Men,2,AD,9,
2008-06-13,Riv,2,Bal,7,
2008-06-13,Sco,5,LA,6,10
2008-06-13,Syr,4,Sio,11,
2008-06-13,ToB,2,Rap,8,
2008-06-14,Arr,7,SR,8,12
2008-06-14,Bra,3,Mia,4,
2008-06-14,Bro,0,NY,4,
2008-06-14,Cam,3,SF,4,
2008-06-14,CC,5,ToS,2,
2008-06-14,Hun,8,Pho,5,
2008-06-14,LV,7,AC,3,
2008-06-14,Men,0,AD,2,
2008-06-14,Riv,0,Bal,1,
2008-06-14,Sco,7,LA,5,
2008-06-14,Syr,3,Sio,4,
2008-06-14,ToB,1,Rap,5,
2008-06-15,Arr,2,SR,4,
2008-06-15,Bra,2,Mia,5,
2008-06-15,Bro,6,NY,4,
2008-06-15,Cam,2,SF,4,
2008-06-15,CC,3,ToS,4,
2008-06-15,Hun,8,Pho,2,
2008-06-15,LV,2,AC,5,
2008-06-15,Men,0,AD,2,
2008-06-15,Riv,0,Bal,7,
2008-06-15,Sco,3,LA,1,
2008-06-15,Syr,2,Sio,3,10
2008-06-15,ToB,5,Rap,2,
2008-06-17,Bra,8,SF,3,
2008-06-17,Bro,5,AC,11,
2008-06-17,Cam,11,Syr,10,
2008-06-17,CC,11,Bal,5,
2008-06-17,Hun,13,AD,6,
2008-06-17,LV,9,ToB,4,
2008-06-17,Men,6,Sco,9,
2008-06-17,Mia,6,SR,2,
2008-06-17,NY,1,LA,2,
2008-06-17,Pho,10,Rap,3,
2008-06-17,Riv,3,Arr,4,10
2008-06-17,ToS,0,Sio,5,
2008-06-18,Bra,12,SF,4,
2008-06-18,Bro,5,AC,8,
2008-06-18,Cam,3,Syr,5,
2008-06-18,CC,3,Bal,1,
2008-06-18,Hun,2,AD,14,
2008-06-18,LV,3,ToB,10,
2008-06-18,Men,0,Sco,5,
2008-06-18,Mia,5,SR,2,
2008-06-18,NY,4,LA,5,13
2008-06-18,Pho,15,Rap,7,
2008-06-18,Riv,5,Arr,13,
2008-06-18,ToS,5,Sio,12,
2008-06-19,Bra,1,SF,7,
2008-06-19,Bro,2,AC,3,
2008-06-19,Cam,2,Syr,5,
2008-06-19,CC,6,Bal,5,10
2008-06-19,Hun,0,AD,4,
2008-06-19,LV,2,ToB,6,
2008-06-19,Men,0,Sco,7,
2008-06-19,Mia,6,SR,1,
2008-06-19,NY,7,LA,3,10
2008-06-19,Pho,18,Rap,1,
2008-06-19,Riv,3,Arr,4,
2008-06-19,ToS,5,Sio,2,
2008-06-20,AC,2,NY,7,
2008-06-20,AD,5,Pho,6,
2008-06-20,Arr,16,CC,4,
2008-06-20,Bal,2,ToS,1,
2008-06-20,LA,10,Men,3,
2008-06-20,Rap,5,LV,9,
2008-06-20,Sco,5,Hun,4,
2008-06-20,SF,9,Mia,0,
2008-06-20,Sio,1,Cam,2,
2008-06-20,SR,8,Riv,7,
2008-06-20,Syr,4,Bra,6,
2008-06-20,ToB,5,Bro,2,
2008-06-21,AC,2,NY,9,
2008-06-21,AD,11,Pho,2,
2008-06-21,Arr,8,CC,6,
2008-06-21,Bal,7,ToS,6,
2008-06-21,LA,9,Men,13,
2008-06-21,Rap,10,LV,7,
2008-06-21,Sco,5,Hun,1,
2008-06-21,SF,1,Mia,5,
2008-06-21,Sio,1,Cam,6,
2008-06-21,SR,4,Riv,2,
2008-06-21,Syr,4,Bra,12,
2008-06-21,ToB,5,Bro,2,
2008-06-22,AC,3,NY,5,
2008-06-22,AD,3,Pho,1,
2008-06-22,Arr,9,CC,3,12
2008-06-22,Bal,11,ToS,6,
2008-06-22,LA,4,Men,5,
2008-06-22,Rap,3,LV,5,
2008-06-22,Sco,0,Hun,4,
2008-06-22,SF,2,Mia,3,
2008-06-22,Sio,6,Cam,2,
2008-06-22,SR,5,Riv,7,
2008-06-22,Syr,0,Bra,2,
2008-06-22,ToB,1,Bro,2,11
2008-06-23,Cam,7,CC,3,
2008-06-23,LA,1,AD,2,
2008-06-23,LV,14,Hun,1,
2008-06-23,Men,7,Bro,6,
2008-06-23,Mia,2,Syr,6,
2008-06-23,NY,5,ToB,2,
2008-06-23,Pho,1,Sco,2,
2008-06-23,Rap,1,AC,4,
2008-06-23,Riv,0,Bra,6,
2008-06-23,Sio,9,SF,3,
2008-06-23,SR,2,Bal,12,
2008-06-23,ToS,4,Arr,5,
2008-06-24,Cam,3,CC,0,
2008-06-24,LA,2,AD,6,
2008-06-24,LV,11,Hun,4,
2008-06-24,Men,5,Bro,9,
2008-06-24,Mia,6,Syr,7,
2008-06-24,NY,0,ToB,9,
2008-06-24,Pho,2,Sco,6,
2008-06-24,Rap,5,AC,1,
2008-06-24,Riv,3,Bra,2,
2008-06-24,Sio,2,SF,5,
2008-06-24,SR,1,Bal,16,
2008-06-24,ToS,9,Arr,10,
2008-06-25,Cam,5,CC,6,11
2008-06-25,LA,2,AD,1,10
2008-06-25,LV,2,Hun,3,
2008-06-25,Men,7,Bro,3,
2008-06-25,Mia,5,Syr,4,10
2008-06-25,NY,4,ToB,5,15
2008-06-25,Pho,8,Sco,1,
2008-06-25,Rap,3,AC,7,
2008-06-25,Riv,7,Bra,5,
2008-06-25,Sio,7,SF,6,
2008-06-25,SR,1,Bal,10,
2008-06-25,ToS,6,Arr,4,
2008-06-26,AD,2,AC,3,
2008-06-26,Bal,7,SF,0,
2008-06-26,Cam,1,Riv,3,
2008-06-26,CC,3,Bra,6,
2008-06-26,Hun,0,Bro,12,
2008-06-26,LA,2,Rap,0,
2008-06-26,LV,7,Men,2,
2008-06-26,Mia,4,ToS,3,
2008-06-26,NY,7,Pho,8,
2008-06-26,SR,5,Sio,6,
2008-06-26,Syr,8,Arr,13,
2008-06-26,ToB,1,Sco,3,
2008-06-27,AD,6,AC,7,11
2008-06-27,Bal,1,SF,2,
2008-06-27,Cam,7,Riv,0,
2008-06-27,CC,2,Bra,7,
2008-06-27,Hun,3,Bro,1,
2008-06-27,LA,3,Rap,2,
2008-06-27,LV,4,Men,6,
2008-06-27,Mia,7,ToS,8,
2008-06-27,NY,1,Pho,2,
2008-06-27,SR,4,Sio,3,
2008-06-27,Syr,3,Arr,5,
2008-06-27,ToB,5,Sco,16,
2008-06-28,AD,2,AC,3,14
2008-06-28,Bal,5,SF,0,
2008-06-28,Cam,6,Riv,5,
2008-06-28,CC,3,Bra,5,
2008-06-28,Hun,4,Bro,1,
2008-06-28,LA,4,Rap,2,
2008-06-28,LV,6,Men,5,
2008-06-28,Mia,1,ToS,5,
2008-06-28,NY,6,Pho,3,12
2008-06-28,SR,3,Sio,9,
2008-06-28,Syr,4,Arr,6,
2008-06-28,ToB,3,Sco,4,
2008-06-30,Cam,1,Bra,2,10
2008-06-30,LA,2,AC,9,
2008-06-30,LV,3,Bro,7,
2008-06-30,Men,2,Hun,5,
2008-06-30,Mia,4,Arr,3,
2008-06-30,NY,6,Sco,7,
2008-06-30,Pho,8,ToB,10,
2008-06-30,Rap,5,AD,7,
2008-06-30,Riv,5,CC,10,
2008-06-30,Sio,2,Bal,3,10
2008-06-30,SR,3,SF,7,
2008-06-30,ToS,8,Syr,9,
2008-07-01,Cam,15,Bra,8,
2008-07-01,LA,8,AC,2,
2008-07-01,LV,5,Bro,9,
2008-07-01,Men,1,Hun,3,
2008-07-01,Mia,3,Arr,5,
2008-07-01,NY,8,Sco,6,
2008-07-01,Pho,9,ToB,3,
2008-07-01,Rap,3,AD,0,
2008-07-01,Riv,8,CC,6,
2008-07-01,Sio,3,Bal,2,
2008-07-01,SR,1,SF,4,
2008-07-01,ToS,4,Syr,3,10
2008-07-02,Cam,10,Bra,11,
2008-07-02,LA,4,AC,5,13
2008-07-02,LV,6,Bro,4,
2008-07-02,Men,4,Hun,12,
2008-07-02,Mia,1,Arr,7,
2008-07-02,NY,0,Sco,6,
2008-07-02,Pho,18,ToB,11,
2008-07-02,Rap,4,AD,5,11
2008-07-02,Riv,1,CC,6,
2008-07-02,Sio,1,Bal,2,
2008-07-02,SR,4,SF,1,
2008-07-02,ToS,9,Syr,5,
2008-07-03,AC,3,AD,5,
2008-07-03,Arr,6,Syr,2,
2008-07-03,Bra,9,CC,6,
2008-07-03,Bro,3,Hun,0,
2008-07-03,Men,2,LV,4,
2008-07-03,Pho,7,NY,4,
2008-07-03,Rap,2,LA,9,
2008-07-03,Riv,9,Cam,8,
2008-07-03,Sco,9,ToB,6,
2008-07-03,SF,2,Bal,3,
2008-07-03,Sio,8,SR,6,
2008-07-03,ToS,5,Mia,4,15
2008-07-04,AC,1,AD,6,
2008-07-04,Arr,3,Syr,5,
2008-07-04,Bra,4,CC,5,15
2008-07-04,Bro,6,Hun,7,
2008-07-04,Men,2,LV,3,
2008-07-04,Pho,13,NY,1,
2008-07-04,Rap,5,LA,9,
2008-07-04,Riv,3,Cam,6,
2008-07-04,Sco,7,ToB,4,
2008-07-04,SF,5,Bal,9,
2008-07-04,Sio,5,SR,3,
2008-07-04,ToS,7,Mia,0,
2008-07-05,AC,7,AD,2,
2008-07-05,Arr,13,Syr,0,
2008-07-05,Bra,3,CC,0,
2008-07-05,Bro,3,Hun,4,
2008-07-05,Men,1,LV,5,
2008-07-05,Pho,8,NY,9,
2008-07-05,Rap,7,LA,5,
2008-07-05,Riv,5,Cam,6,
2008-07-05,Sco,10,ToB,8,
2008-07-05,SF,2,Bal,6,
2008-07-05,Sio,7,SR,2,
2008-07-05,ToS,5,Mia,3,
2008-07-06,Bra,0,Arr,1,
2008-07-06,Bro,5,Sco,4,
2008-07-06,Cam,3,SR,4,
2008-07-06,CC,6,Syr,10,
2008-07-06,Hun,10,ToB,7,10
2008-07-06,LV,10,LA,7,
2008-07-06,Men,2,Rap,3,
2008-07-06,Mia,5,Bal,4,10
2008-07-06,NY,4,AD,3,11
2008-07-06,Pho,2,AC,7,
2008-07-06,Riv,6,Sio,5,
2008-07-06,ToS,3,SF,1,
2008-07-07,Bra,2,Arr,5,
2008-07-07,Bro,3,Sco,7,
2008-07-07,Cam,0,SR,2,
2008-07-07,CC,6,Syr,11,
2008-07-07,Hun,2,ToB,3,
2008-07-07,LV,0,LA,5,
2008-07-07,Men,8,Rap,3,
2008-07-07,Mia,4,Bal,6,
2008-07-07,NY,5,AD,2,
2008-07-07,Pho,6,AC,5,10
2008-07-07,Riv,8,Sio,9,
2008-07-07,ToS,7,SF,5,
2008-07-08,Bra,3,Arr,4,
2008-07-08,Bro,5,Sco,9,
2008-07-08,Cam,1,SR,4,
2008-07-08,CC,3,Syr,6,
2008-07-08,Hun,5,ToB,0,
2008-07-08,LV,7,LA,4,
2008-07-08,Men,11,Rap,2,
2008-07-08,Mia,5,Bal,1,
2008-07-08,NY,2,AD,5,
2008-07-08,Pho,11,AC,3,
2008-07-08,Riv,1,Sio,15,
2008-07-08,ToS,4,SF,3,
2008-07-12,AC,11,Rap,3,
2008-07-12,AD,4,LA,11,
2008-07-12,Arr,7,ToS,4,
2008-07-12,Bal,5,SR,0,
2008-07-12,Bra,4,Riv,1,11
2008-07-12,Bro,4,Men,7,
2008-07-12,CC,5,Cam,7,
2008-07-12,Hun,0,LV,13,
2008-07-12,Sco,18,Pho,1,
2008-07-12,SF,5,Sio,4,11
2008-07-12,Syr,3,Mia,5,
2008-07-12,ToB,4,NY,5,
2008-07-13,AC,8,Rap,2,
2008-07-13,AD,3,LA,7,
2008-07-13,Arr,4,ToS,0,
2008-07-13,Bal,10,SR,6,
2008-07-13,Bra,5,Riv,8,
2008-07-13,Bro,10,Men,2,
2008-07-13,CC,4,Cam,1,
2008-07-13,Hun,2,LV,6,
2008-07-13,Sco,7,Pho,5,
2008-07-13,SF,8,Sio,4,
2008-07-13,Syr,1,Mia,4,
2008-07-13,ToB,3,NY,4,
2008-07-14,AC,3,Rap,8,
2008-07-14,AD,8,LA,4,
2008-07-14,Arr,3,ToS,2,
2008-07-14,Bal,7,SR,0,
2008-07-14,Bra,3,Riv,6,
2008-07-14,Bro,5,Men,7,
2008-07-14,CC,1,Cam,6,
2008-07-14,Hun,3,LV,7,
2008-07-14,Sco,7,Pho,6,
2008-07-14,SF,4,Sio,2,
2008-07-14,Syr,9,Mia,5,
2008-07-14,ToB,3,NY,4,
2008-07-16,AC,0,ToB,1,
2008-07-16,AD,2,Sco,4,
2008-07-16,Bal,8,Arr,2,
2008-07-16,LA,10,Bro,9,10
2008-07-16,Mia,7,Riv,9,
2008-07-16,NY,5,Men,1,
2008-07-16,Pho,6,LV,7,10
2008-07-16,Rap,4,Hun,3,
2008-07-16,SF,6,Syr,5,
2008-07-16,Sio,2,CC,11,
2008-07-16,SR,2,Bra,3,
2008-07-16,ToS,6,Cam,7,
2008-07-17,AC,8,ToB,5,
2008-07-17,AD,0,Sco,7,
2008-07-17,Bal,4,Arr,5,
2008-07-17,LA,12,Bro,5,
2008-07-17,Mia,4,Riv,5,
2008-07-17,NY,3,Men,1,
2008-07-17,Pho,3,LV,4,
2008-07-17,Rap,4,Hun,7,
2008-07-17,SF,1,Syr,5,
2008-07-17,Sio,15,CC,2,
2008-07-17,SR,0,Bra,4,
2008-07-17,ToS,6,Cam,9,
2008-07-18,AC,5,ToB,7,
2008-07-18,AD,4,Sco,3,10
2008-07-18,Bal,5,Arr,6,
2008-07-18,LA,6,Bro,4,
2008-07-18,Mia,10,Riv,3,
2008-07-18,NY,1,Men,6,
2008-07-18,Pho,5,LV,8,
2008-07-18,Rap,0,Hun,2,
2008-07-18,SF,7,Syr,4,
2008-07-18,Sio,7,CC,0,
2008-07-18,SR,4,Bra,3,
2008-07-18,ToS,6,Cam,2,
2008-07-19,AC,10,LA,4,
2008-07-19,AD,5,Rap,4,
2008-07-19,Arr,18,Mia,5,
2008-07-19,Bal,2,Sio,3,
2008-07-19,Bra,2,Cam,1,
2008-07-19,Bro,6,LV,7,
2008-07-19,CC,8,Riv,11,
2008-07-19,Hun,14,Men,7,
2008-07-19,Sco,4,NY,5,
2008-07-19,SF,5,SR,4,
2008-07-19,Syr,3,ToS,12,
2008-07-19,ToB,10,Pho,8,
2008-07-20,AC,6,LA,2,
2008-07-20,AD,4,Rap,3,
2008-07-20,Arr,3,Mia,9,
2008-07-20,Bal,4,Sio,3,
2008-07-20,Bra,1,Cam,5,
2008-07-20,Bro,6,LV,13,
2008-07-20,CC,3,Riv,6,
2008-07-20,Hun,4,Men,3,
2008-07-20,Sco,11,NY,9,10
2008-07-20,SF,9,SR,5,
2008-07-20,Syr,4,ToS,6,
2008-07-20,ToB,10,Pho,11,
2008-07-21,AC,8,LA,5,13
2008-07-21,AD,2,Rap,1,
2008-07-21,Arr,8,Mia,5,
2008-07-21,Bal,8,Sio,1,
2008-07-21,Bra,4,Cam,11,
2008-07-21,Bro,2,LV,9,
2008-07-21,CC,2,Riv,3,
2008-07-21,Hun,4,Men,5,
2008-07-21,Sco,6,NY,1,
2008-07-21,SF,10,SR,3,
2008-07-21,Syr,0,ToS,11,
2008-07-21,ToB,2,Pho,6,
2008-07-22,Cam,14,CC,3,
2008-07-22,LA,4,AD,3,
2008-07-22,LV,3,Hun,1,
2008-07-22,Men,12,Bro,8,
2008-07-22,Mia,8,Syr,5,
2008-07-22,NY,1,ToB,9,
2008-07-22,Pho,8,Sco,4,11
2008-07-22,Rap,0,AC,5,
2008-07-22,Riv,1,Bra,6,
2008-07-22,Sio,7,SF,6,10
2008-07-22,SR,5,Bal,9,
2008-07-22,ToS,7,Arr,4,
2008-07-23,Cam,5,CC,4,11
2008-07-23,LA,2,AD,1,
2008-07-23,LV,0,Hun,1,
2008-07-23,Men,3,Bro,12,
2008-07-23,Mia,3,Syr,0,
2008-07-23,NY,16,ToB,7,
2008-07-23,Pho,4,Sco,5,
2008-07-23,Rap,3,AC,4,
2008-07-23,Riv,2,Bra,4,
2008-07-23,Sio,1,SF,2,
2008-07-23,SR,1,Bal,10,
2008-07-23,ToS,7,Arr,2,
2008-07-24,Cam,6,CC,5,11
2008-07-24,LA,0,AD,1,
2008-07-24,LV,3,Hun,9,
2008-07-24,Men,10,Bro,8,
2008-07-24,Mia,6,Syr,3,
2008-07-24,NY,4,ToB,3,
2008-07-24,Pho,5,Sco,4,
2008-07-24,Rap,3,AC,10,
2008-07-24,Riv,11,Bra,8,11
2008-07-24,Sio,2,SF,7,
2008-07-24,SR,0,Bal,6,
2008-07-24,ToS,9,Arr,7,
2008-07-25,Bra,1,Bal,2,
2008-07-25,Bro,0,AD,2,
2008-07-25,Cam,3,Arr,7,
2008-07-25,CC,3,SF,4,
2008-07-25,Hun,7,AC,3,
2008-07-25,LV,6,Sco,1,
2008-07-25,Men,5,ToB,8,
2008-07-25,Mia,9,Sio,10,
2008-07-25,NY,3,Rap,1,
2008-07-25,Pho,4,LA,2,
2008-07-25,Riv,6,Syr,8,
2008-07-25,ToS,3,SR,1,
2008-07-26,Bra,1,Bal,5,
2008-07-26,Bro,3,AD,4,11
2008-07-26,Cam,6,Arr,4,
2008-07-26,CC,9,SF,4,
2008-07-26,Hun,11,AC,3,
2008-07-26,LV,1,Sco,5,
2008-07-26,Men,3,ToB,19,
2008-07-26,Mia,7,Sio,13,
2008-07-26,NY,1,Rap,5,
2008-07-26,Pho,5,LA,3,
2008-07-26,Riv,5,Syr,6,
2008-07-26,ToS,5,SR,3,
2008-07-27,Bra,1,Bal,15,
2008-07-27,Bro,2,AD,3,
2008-07-27,Cam,1,Arr,6,
2008-07-27,CC,1,SF,4,
2008-07-27,Hun,3,AC,0,
2008-07-27,LV,9,Sco,0,
2008-07-27,Men,11,ToB,4,
2008-07-27,Mia,1,Sio,0,
2008-07-27,NY,6,Rap,5,
2008-07-27,Pho,2,LA,5,
2008-07-27,Riv,10,Syr,11,
2008-07-27,ToS,8,SR,4,
2008-07-29,AC,8,Bro,3,
2008-07-29,AD,3,Hun,4,11
2008-07-29,Arr,7,Riv,4,
2008-07-29,Bal,11,CC,1,
2008-07-29,LA,2,NY,3,
2008-07-29,Rap,7,Pho,3,
2008-07-29,Sco,6,Men,3,
2008-07-29,SF,4,Bra,0,
2008-07-29,Sio,1,ToS,8,
2008-07-29,SR,2,Mia,6,
2008-07-29,Syr,9,Cam,12,
2008-07-29,ToB,2,LV,7,
2008-07-30,AC,5,Bro,6,10
2008-07-30,AD,7,Hun,3,
2008-07-30,Arr,6,Riv,2,
2008-07-30,Bal,12,CC,4,
2008-07-30,LA,5,NY,0,
2008-07-30,Rap,8,Pho,6,
2008-07-30,Sco,3,Men,9,
2008-07-30,SF,2,Bra,1,
2008-07-30,Sio,1,ToS,3,
2008-07-30,SR,0,Mia,7,
2008-07-30,Syr,5,Cam,8,
2008-07-30,ToB,3,LV,16,
2008-07-31,AC,3,Bro,1,
2008-07-31,AD,6,Hun,3,
2008-07-31,Arr,11,Riv,12,
2008-07-31,Bal,1,CC,2,
2008-07-31,LA,0,NY,8,
2008-07-31,Rap,0,Pho,8,
2008-07-31,Sco,28,Men,4,
2008-07-31,SF,2,Bra,6,
2008-07-31,Sio,2,ToS,5,
2008-07-31,SR,7,Mia,8,
2008-07-31,Syr,10,Cam,7,14
2008-07-31,ToB,5,LV,10,
2008-08-01,AD,1,AC,6,
2008-08-01,Bal,8,SF,4,
2008-08-01,Cam,6,Riv,10,
2008-08-01,CC,3,Bra,9,
2008-08-01,Hun,5,Bro,3,
2008-08-01,LA,4,Rap,0,
2008-08-01,LV,13,Men,6,
2008-08-01,Mia,3,ToS,4,11
2008-08-01,NY,2,Pho,5,
2008-08-01,SR,9,Sio,1,
2008-08-01,Syr,5,Arr,8,
2008-08-01,ToB,6,Sco,5,
2008-08-02,AD,10,AC,8,
2008-08-02,Bal,9,SF,3,
2008-08-02,Cam,5,Riv,10,
2008-08-02,CC,6,Bra,8,
2008-08-02,Hun,6,Bro,1,
2008-08-02,LA,5,Rap,0,
2008-08-02,LV,7,Men,3,
2008-08-02,Mia,6,ToS,4,
2008-08-02,NY,0,Pho,2,
2008-08-02,SR,3,Sio,13,
2008-08-02,Syr,7,Arr,9,
2008-08-02,ToB,9,Sco,7,
2008-08-03,Cam,7,Bra,0,
2008-08-03,LA,3,AC,6,
2008-08-03,LV,15,Bro,3,
2008-08-03,Men,5,Hun,3,
2008-08-03,Mia,3,Arr,4,
2008-08-03,NY,3,Sco,6,
2008-08-03,Pho,0,ToB,7,
2008-08-03,Rap,4,AD,5,
2008-08-03,Riv,5,CC,6,
2008-08-03,Sio,1,Bal,6,
2008-08-03,SR,0,SF,4,
2008-08-03,ToS,5,Syr,1,
2008-08-04,Cam,10,Bra,3,
2008-08-04,LA,4,AC,0,
2008-08-04,LV,8,Bro,1,
2008-08-04,Men,2,Hun,9,
2008-08-04,Mia,6,Arr,7,10
2008-08-04,NY,7,Sco,9,
2008-08-04,Pho,1,ToB,4,
2008-08-04,Rap,0,AD,2,
2008-08-04,Riv,6,CC,7,
2008-08-04,Sio,5,Bal,11,
2008-08-04,SR,6,SF,4,
2008-08-04,ToS,2,Syr,5,
2008-08-05,Cam,6,Bra,1,
2008-08-05,LA,5,AC,3,
2008-08-05,LV,8,Bro,6,12
2008-08-05,Men,5,Hun,7,
2008-08-05,Mia,8,Arr,5,
2008-08-05,NY,1,Sco,2,
2008-08-05,Pho,4,ToB,7,
2008-08-05,Rap,3,AD,1,
2008-08-05,Riv,4,CC,3,
2008-08-05,Sio,0,Bal,2,
2008-08-05,SR,2,SF,4,
2008-08-05,ToS,5,Syr,4,
2008-08-07,Bra,6,Syr,7,
2008-08-07,Bro,3,ToB,2,
2008-08-07,Cam,8,Sio,5,
2008-08-07,CC,12,Arr,9,
2008-08-07,Hun,2,Sco,4,
2008-08-07,LV,9,Rap,1,
2008-08-07,Men,5,LA,8,
2008-08-07,Mia,5,SF,1,
2008-08-07,NY,3,AC,10,
2008-08-07,Pho,6,AD,10,
2008-08-07,Riv,5,SR,6,
2008-08-07,ToS,5,Bal,10,
2008-08-08,Bra,7,Syr,3,
2008-08-08,Bro,2,ToB,3,
2008-08-08,Cam,4,Sio,2,
2008-08-08,CC,11,Arr,9,
2008-08-08,Hun,3,Sco,9,
2008-08-08,LV,8,Rap,0,
2008-08-08,Men,6,LA,7,10
2008-08-08,Mia,3,SF,10,
2008-08-08,NY,8,AC,7,
2008-08-08,Pho,5,AD,1,
2008-08-08,Riv,8,SR,5,
2008-08-08,ToS,7,Bal,5,14
2008-08-09,Bra,5,Syr,3,
2008-08-09,Bro,5,ToB,4,11
2008-08-09,Cam,2,Sio,5,
2008-08-09,CC,2,Arr,1,
2008-08-09,Hun,6,Sco,7,
2008-08-09,LV,2,Rap,1,
2008-08-09,Men,3,LA,4,
2008-08-09,Mia,8,SF,6,
2008-08-09,NY,2,AC,6,
2008-08-09,Pho,3,AD,2,
2008-08-09,Riv,5,SR,9,
2008-08-09,ToS,7,Bal,5,
2008-08-10,AC,6,Rap,4,
2008-08-10,AD,8,LA,2,
2008-08-10,Arr,1,ToS,8,
2008-08-10,Bal,7,SR,10,
2008-08-10,Bra,1,Riv,4,
2008-08-10,Bro,3,Men,6,
2008-08-10,CC,2,Cam,1,
2008-08-10,Hun,7,LV,12,
2008-08-10,Sco,6,Pho,2,
2008-08-10,SF,5,Sio,2,
2008-08-10,Syr,7,Mia,5,
2008-08-10,ToB,1,NY,2,
2008-08-11,AC,6,Rap,5,10
2008-08-11,AD,4,LA,3,
2008-08-11,Arr,6,ToS,3,
2008-08-11,Bal,8,SR,1,
2008-08-11,Bra,11,Riv,7,
2008-08-11,Bro,2,Men,4,
2008-08-11,CC,20,Cam,3,
2008-08-11,Hun,3,LV,6,
2008-08-11,Sco,7,Pho,9,
2008-08-11,SF,2,Sio,8,
2008-08-11,Syr,9,Mia,6,11
2008-08-11,ToB,12,NY,6,
2008-08-12,AC,6,Hun,8,
2008-08-12,AD,7,Bro,4,
2008-08-12,Arr,6,Cam,4,
2008-08-12,Bal,3,Bra,2,
2008-08-12,LA,2,Pho,8,
2008-08-12,Rap,9,NY,10,
2008-08-12,Sco,16,LV,12,
2008-08-12,SF,6,CC,7,
2008-08-12,Sio,3,Mia,2,
2008-08-12,SR,10,ToS,4,
2008-08-12,Syr,6,Riv,10,10
2008-08-12,ToB,2,Men,4,
2008-08-13,AC,4,Hun,6,
2008-08-13,AD,9,Bro,2,11
2008-08-13,Arr,10,Cam,7,
2008-08-13,Bal,7,Bra,5,
2008-08-13,LA,11,Pho,6,
2008-08-13,Rap,6,NY,9,
2008-08-13,Sco,0,LV,10,
2008-08-13,SF,7,CC,6,
2008-08-13,Sio,9,Mia,7,
2008-08-13,SR,0,ToS,7,
2008-08-13,Syr,15,Riv,1,
2008-08-13,ToB,2,Men,10,
2008-08-14,AC,3,Hun,4,
2008-08-14,AD,2,Bro,3,
2008-08-14,Arr,14,Cam,0,
2008-08-14,Bal,8,Bra,3,
